archivo,etiqueta,MFCC_1,MFCC_3,MFCC_4,MFCC_11,ZCR,RMS,Bandwidth,Rolloff,Flatness,Chroma_4,Chroma_6,Chroma_7,Contrast_2,Contrast_3,Contrast_6,Tonnetz_3,Tempo
segmento_0.wav,100m,-1.3972037688117973,1.4469607565438525,0.3680639196991337,1.4813624421383709,-1.2225598686053158,-0.881604714193297,0.6437618464395902,0.3606434955983489,-0.4007615796014926,-0.9758227395898792,-1.2753955757478923,-0.925029718250988,-0.2387400273817412,-0.8058811892901259,-1.1668652105590684,0.6104561580516463,-0.96683013348733
segmento_1.wav,100m,-1.4086667716805958,1.3986219893681624,0.3196385989793036,1.4278508852921334,-1.2250886632613862,-0.836487045159161,0.5621166054883877,0.2157544516851487,-0.3331235915789136,-0.7200540820895832,-0.6058467104119095,-0.1672396177965421,-0.4600576476812429,-0.4431966978661756,-1.420757027395653,-0.0976372198322572,1.2129492291383968
segmento_10.wav,100m,-1.12760922366025,0.7990493595341661,-0.0952980028066306,1.8885177179348287,-0.4627314507698565,-1.0968238723460702,0.5404015008078074,0.4331038247820838,-0.0788658892026709,0.9476276004238842,0.5749576087947024,0.8218813680803725,-1.0920839143537195,-1.2014609826772331,-1.2911269713952396,-0.6317925572894247,0.6827326274302524
segmento_100.wav,100m,-0.1170341186962744,0.8217052298540017,-0.4866617560896997,-0.1012075152909547,-1.0429658638154404,-0.3440901963856002,0.0741919919708264,-0.6421828010302079,-0.8180176726706503,0.1714547054220516,-1.0379072042648494,-1.4667501915068897,-0.3797039506383992,1.311100917604211,-0.0549300394723513,-0.5129343634674695,-1.2838889500491648
segmento_101.wav,100m,-0.2045657649562175,0.8010065009221659,-0.0822319146847036,0.0434880649289729,-0.9970508863346512,-0.5017706843535232,0.172281660002525,-0.3599763750011472,-0.7233412771855215,-0.62569488524703,-1.329156203211615,-1.0004981277459026,-0.8123444635617967,1.3676065683846397,0.4384106032684594,0.4199404812371878,-0.96683013348733
segmento_102.wav,100m,-0.0148238772326942,1.0051106558955265,-0.0299346339522963,-0.2416065444361069,-0.8199360919919061,-0.1710926281499705,0.5058422375970524,0.0326277253340218,-0.5741813329386347,-0.2551339453542688,-1.009189383833461,-0.9386520492286908,0.0960867887180785,0.8824034995779657,0.0366292738662048,-0.1320795617152251,-0.8796389590511362
segmento_103.wav,100m,0.2090944283719287,1.17220078942259,0.9624351203156378,-0.4069340875490554,-0.1970592592557346,-0.0386300684045492,0.6242027523731848,0.3255830658144216,-0.4577808751555755,-0.072786511764041,-1.1318615232873637,-0.7107245277508832,-0.0152376953795418,1.0161096335203104,3.626206405370872,0.7746834751191743,1.84578839887745
segmento_104.wav,100m,-0.216435792060639,1.0965860930195028,0.5802106415050187,-0.106293714267831,-1.0628987158103442,-0.398898508526376,0.6289692568054328,0.2150747409183727,-0.5897188843284258,-0.8025411608749989,-1.3137469557708117,-0.7359941044779047,-0.1213254722673188,-0.1485621037233594,-0.0617478628594878,0.18996427617069,0.0964768725666289
segmento_105.wav,100m,0.0046845371535019,0.8535020332498241,0.4151990154163276,0.5500757228138969,-0.7221064477482774,-0.4187426208562635,0.6490818477175341,0.3238600780567807,-0.4530747955087122,-0.968048031713184,-0.8794940150934558,-0.3588484109648751,-0.6335790458619855,-0.0201139216177128,0.879741565824571,-0.0712193112034526,0.8496526687724791
segmento_106.wav,100m,-0.0205517220057448,0.7665484326658843,0.3588489905766694,0.1977244882691509,-0.6704892862390969,-0.4977216390108361,0.5857308571199058,0.209020572925927,-0.4943179391519318,0.67727740095267,-0.5101008738377453,-0.2969450756324766,-0.7885314651624508,-0.0080302499724511,0.8784881450260453,-0.2162054760875896,-0.0326389780763041
segmento_107.wav,100m,0.0300753848235526,0.8401768646028815,0.5772027668210035,0.0944206407187984,-1.2143288899208542,-0.1780086433016026,0.4365780972571234,-0.04863722936353,-0.7140259770879395,-0.3351962804317259,-1.3031832485033268,-1.1392281707375969,-0.1578748312973051,0.0727987199867617,1.8400833778063457,-0.6598826950390607,-0.3855556368158175
segmento_108.wav,100m,-0.0562119878437247,0.8613968412079916,0.2362235648173216,0.3286708352943032,-0.6137649512088262,-0.4625369451024996,0.7561701786296098,0.419256693812417,-0.3683400227988244,-0.3974217044678649,-1.5464196457063968,-1.3303867635429003,0.3888583709071335,-0.0839109632736795,0.129122027426556,-1.1544548080756054,0.0964768725666289
segmento_109.wav,100m,-0.2748432655054508,0.9658287629183524,0.2241633141017441,0.5121789586799664,-0.5661145264150471,-0.6339937873665389,0.800290762454909,0.4466980401176013,-0.3912496385086294,0.0401249613488131,-0.8426645326626891,-1.0305110663927497,-0.1929966447617389,-0.3667001947421813,0.6163536210150762,-1.439902289254838,0.8496526687724791
